"TIME","PIN 9","SHUT_IN","SHUT_IN"
0.07,3.34e-011,-1.70378e-010,0
0.0745,3.34e-011,-1.70377e-010,0
0.0811,3.34e-011,-1.70378e-010,0
0.0877,3.34e-011,-1.70378e-010,0
0.0943,3.34e-011,-1.70378e-010,0
0.1,3.34e-011,-1.70378e-010,0
