"TIME","PIN 9","SHUT_IN","SHUT_IN"
0.07291556767,4.92259,-0.105617,0
0.07291612801,4.92259,-0.105613,0
0.07324698998,4.92259,-0.105613,0
0.073427,4.92259,-0.105613,0
0.07342700985,0.0133606,-0.105773,0
0.07342702954,0.013296,-0.105643,0
0.07342704227,0.0132629,-0.10553,0
0.07342706002,0.0132166,-0.105353,0
0.07342709552,0.0131356,-0.104874,0
0.07342713306,0.0130654,-0.103954,0
0.07342716609,0.0129053,-0.0833424,0
0.07342716713,0.0128813,-0.0790322,0
0.07342716919,0.0128197,-0.0702731,0
0.07342717333,0.0126554,-0.0518884,0
0.07342717976,0.0122033,-0.0229339,0
0.07342718947,0.00936939,-0.00181815,0
0.07342719783,0.00601009,-0.000771591,0
0.07342720703,0.00327325,-0.000560134,0
0.07342721565,0.00181514,-0.000462631,0
0.07342722105,0.00133062,-0.000401666,0
0.07342722665,0.00103012,-0.000358136,0
0.07342723401,0.000797124,-0.000312943,0
0.0734272409,0.000669061,-0.0002799,0
0.07342725037,0.000558154,-0.000244732,0
0.07342726053,0.000480783,-0.000215959,0
0.07342727509,0.000404232,-0.00018493,0
0.07342729268,0.000339549,-0.000157319,0
0.07342731828,0.000273707,-0.00012837,0
0.07342735001,0.000217822,-0.000103109,0
0.07342739195,0.000167415,-7.98083e-005,0
0.07342744152,0.000126872,-6.07459e-005,0
0.07342750335,9.23974e-005,-4.43786e-005,0
0.0734275761,6.51346e-005,-3.13518e-005,0
0.07342766257,4.37475e-005,-2.10896e-005,0
0.0734277593,2.8352e-005,-1.36805e-005,0
0.073427866,1.76696e-005,-8.5306e-006,0
0.07342797851,1.07446e-005,-5.18878e-006,0
0.07342811102,5.91762e-006,-2.85844e-006,0
0.07342827174,2.74921e-006,-1.32833e-006,0
0.07342847095,9.06382e-007,-4.38126e-007,0
0.0734287226,4.60048e-008,-2.24348e-008,0
0.07342905093,-1.98543e-007,9.57343e-008,0
0.0734295027,-1.52913e-007,7.66902e-008,0
0.07343018359,-4.807e-008,4.7988e-008,0
0.0734314004,6.52514e-009,-3.30583e-009,0
0.07343383403,7.58863e-009,-3.30082e-009,0
0.07343870129,7.17993e-010,-3.2908e-009,0
0.07344843581,-1.7082e-010,-3.27077e-009,0
0.07346790484,1.35552e-011,-3.2307e-009,0
0.07350684291,3.4799e-011,-3.15057e-009,0
0.07358471906,3.35013e-011,-2.99031e-009,0
0.07374047134,3.33974e-011,-2.66978e-009,0
0.074955,3.34e-011,-1.70377e-010,0
0.07495500125,0.615026,7.6607e-006,0
0.07495500375,1.84746,3.7392e-005,0
0.07495500538,2.65114,5.83597e-005,0
0.07495500669,3.2967,3.78316e-006,0
0.0749550084,4.13461,-0.000267448,0
0.07495500972,4.7863,-0.0174442,0
0.07495501131,4.92207,-0.0616886,0
0.07495501297,4.9221,-0.0973175,0
0.07495501512,4.92214,-0.10231,0
0.07495501796,4.9222,-0.103193,0
0.07495502079,4.92225,-0.103631,0
0.07495502621,4.92236,-0.104101,0
0.07495503704,4.92237,-0.104579,0
0.07495505872,4.92238,-0.105007,0
0.07495510206,4.92239,-0.105339,0
0.07495515869,4.92242,-0.1055,0
0.0749552299,4.92245,-0.105577,0
0.07495531603,4.92248,-0.105609,0
0.07495542506,4.92253,-0.105618,0
0.07495556767,4.92259,-0.105617,0
0.07495612801,4.92259,-0.105613,0
0.07528698998,4.92259,-0.105613,0
0.075467,4.92259,-0.105613,0
0.07546700985,0.0133606,-0.105773,0
0.07546702954,0.013296,-0.105643,0
0.07546704227,0.0132629,-0.10553,0
0.07546706002,0.0132166,-0.105353,0
0.07546709552,0.0131356,-0.104874,0
0.07546713306,0.0130654,-0.103954,0
0.07546716609,0.0129053,-0.0833424,0
0.07546716713,0.0128813,-0.0790322,0
0.07546716919,0.0128197,-0.0702731,0
0.07546717333,0.0126554,-0.0518884,0
0.07546717976,0.0122033,-0.0229339,0
0.07546718947,0.00936939,-0.00181815,0
0.07546719783,0.00601009,-0.000771591,0
0.07546720703,0.00327325,-0.000560134,0
0.07546721565,0.00181514,-0.000462631,0
0.07546722105,0.00133062,-0.000401666,0
0.07546722665,0.00103012,-0.000358136,0
0.07546723401,0.000797124,-0.000312943,0
0.0754672409,0.000669061,-0.0002799,0
0.07546725037,0.000558154,-0.000244732,0
0.07546726053,0.000480783,-0.000215959,0
0.07546727509,0.000404232,-0.00018493,0
0.07546729268,0.000339549,-0.000157319,0
0.07546731828,0.000273707,-0.00012837,0
0.07546735001,0.000217822,-0.000103109,0
0.07546739195,0.000167415,-7.98083e-005,0
0.07546744152,0.000126872,-6.07459e-005,0
0.07546750335,9.23974e-005,-4.43786e-005,0
0.0754675761,6.51346e-005,-3.13518e-005,0
0.07546766257,4.37475e-005,-2.10896e-005,0
0.0754677593,2.8352e-005,-1.36805e-005,0
0.075467866,1.76696e-005,-8.5306e-006,0
0.07546797851,1.07446e-005,-5.18878e-006,0
0.07546811102,5.91762e-006,-2.85844e-006,0
0.07546827174,2.74921e-006,-1.32833e-006,0
0.07546847095,9.06382e-007,-4.38126e-007,0
0.0754687226,4.60048e-008,-2.24348e-008,0
0.07546905093,-1.98543e-007,9.57343e-008,0
0.0754695027,-1.52913e-007,7.66902e-008,0
0.07547018359,-4.807e-008,4.7988e-008,0
0.0754714004,6.52515e-009,-3.30583e-009,0
0.07547383403,7.58863e-009,-3.30082e-009,0
0.07547870129,7.17993e-010,-3.2908e-009,0
0.07548843581,-1.7082e-010,-3.27077e-009,0
0.07550790484,1.35549e-011,-3.2307e-009,0
0.07554684292,3.4799e-011,-3.15057e-009,0
0.07562471906,3.35014e-011,-2.99031e-009,0
0.07578047135,3.33974e-011,-2.66978e-009,0
0.076995,3.34e-011,-1.70377e-010,0
0.07699500125,0.615026,7.6607e-006,0
0.07699500375,1.84746,3.7392e-005,0
0.07699500538,2.65114,5.83597e-005,0
0.07699500669,3.2967,3.78316e-006,0
0.0769950084,4.13461,-0.000267448,0
0.07699500972,4.7863,-0.0174442,0
0.07699501131,4.92207,-0.0616886,0
0.07699501297,4.9221,-0.0973175,0
0.07699501512,4.92214,-0.10231,0
0.07699501796,4.9222,-0.103193,0
0.07699502079,4.92225,-0.103631,0
0.07699502621,4.92236,-0.104101,0
0.07699503704,4.92237,-0.104579,0
0.07699505872,4.92238,-0.105007,0
0.07699510206,4.92239,-0.105339,0
0.07699515869,4.92242,-0.1055,0
0.0769952299,4.92245,-0.105577,0
0.07699531603,4.92248,-0.105609,0
0.07699542506,4.92253,-0.105618,0
0.07699556767,4.92259,-0.105617,0
0.07699612801,4.92259,-0.105613,0
0.07732698998,4.92259,-0.105613,0
0.077507,4.92259,-0.105613,0
0.07750700985,0.0133606,-0.105773,0
0.07750702954,0.013296,-0.105643,0
0.07750704227,0.0132629,-0.10553,0
0.07750706002,0.0132166,-0.105353,0
0.07750709552,0.0131356,-0.104874,0
0.07750713306,0.0130654,-0.103954,0
0.07750716609,0.0129053,-0.0833424,0
0.07750716713,0.0128813,-0.0790322,0
0.07750716919,0.0128197,-0.0702731,0
0.07750717333,0.0126554,-0.0518884,0
0.07750717976,0.0122033,-0.0229339,0
0.07750718947,0.00936939,-0.00181815,0
0.07750719783,0.00601009,-0.000771591,0
0.07750720703,0.00327325,-0.000560134,0
0.07750721565,0.00181514,-0.000462631,0
0.07750722105,0.00133062,-0.000401666,0
0.07750722665,0.00103012,-0.000358136,0
0.07750723401,0.000797124,-0.000312943,0
0.0775072409,0.000669061,-0.0002799,0
0.07750725037,0.000558154,-0.000244732,0
0.07750726053,0.000480783,-0.000215959,0
0.07750727509,0.000404232,-0.00018493,0
0.07750729268,0.000339549,-0.000157319,0
0.07750731828,0.000273707,-0.00012837,0
0.07750735001,0.000217822,-0.000103109,0
0.07750739195,0.000167415,-7.98083e-005,0
0.07750744152,0.000126872,-6.07459e-005,0
0.07750750335,9.23974e-005,-4.43786e-005,0
0.0775075761,6.51346e-005,-3.13518e-005,0
0.07750766257,4.37475e-005,-2.10896e-005,0
0.0775077593,2.8352e-005,-1.36805e-005,0
0.077507866,1.76696e-005,-8.5306e-006,0
0.07750797851,1.07446e-005,-5.18878e-006,0
0.07750811102,5.91762e-006,-2.85844e-006,0
0.07750827174,2.74921e-006,-1.32833e-006,0
0.07750847095,9.06382e-007,-4.38126e-007,0
0.0775087226,4.60048e-008,-2.24348e-008,0
0.07750905093,-1.98543e-007,9.57343e-008,0
0.0775095027,-1.52913e-007,7.66901e-008,0
0.07751018359,-4.807e-008,4.7988e-008,0
0.0775114004,6.52515e-009,-3.30583e-009,0
0.07751383403,7.58863e-009,-3.30082e-009,0
0.07751870129,7.17993e-010,-3.2908e-009,0
0.07752843581,-1.70821e-010,-3.27077e-009,0
0.07754790484,1.35552e-011,-3.23071e-009,0
0.07758684292,3.4799e-011,-3.15057e-009,0
0.07766471906,3.35013e-011,-2.99031e-009,0
0.07782047135,3.33974e-011,-2.66978e-009,0
0.079035,3.34e-011,-1.70378e-010,0
0.07903500125,0.615026,7.6607e-006,0
0.07903500375,1.84746,3.7392e-005,0
0.07903500538,2.65114,5.83597e-005,0
0.07903500669,3.2967,3.78316e-006,0
0.0790350084,4.13461,-0.000267448,0
0.07903500972,4.7863,-0.0174442,0
0.07903501131,4.92207,-0.0616886,0
0.07903501297,4.9221,-0.0973175,0
0.07903501512,4.92214,-0.10231,0
0.07903501796,4.9222,-0.103193,0
0.07903502079,4.92225,-0.103631,0
0.07903502621,4.92236,-0.104101,0
0.07903503704,4.92237,-0.104579,0
0.07903505872,4.92238,-0.105007,0
0.07903510206,4.92239,-0.105339,0
0.07903515869,4.92242,-0.1055,0
0.0790352299,4.92245,-0.105577,0
0.07903531603,4.92248,-0.105609,0
0.07903542506,4.92253,-0.105618,0
0.07903556767,4.92259,-0.105617,0
0.07903612801,4.92259,-0.105613,0
0.07936698998,4.92259,-0.105613,0
0.079547,4.92259,-0.105613,0
0.07954700985,0.0133606,-0.105773,0
0.07954702954,0.013296,-0.105643,0
0.07954704227,0.0132629,-0.10553,0
0.07954706002,0.0132166,-0.105353,0
0.07954709552,0.0131356,-0.104874,0
0.07954713306,0.0130654,-0.103954,0
0.07954716609,0.0129053,-0.0833424,0
0.07954716713,0.0128813,-0.0790322,0
0.07954716919,0.0128197,-0.0702731,0
0.07954717333,0.0126554,-0.0518884,0
0.07954717976,0.0122033,-0.0229339,0
0.07954718947,0.00936939,-0.00181815,0
0.07954719783,0.00601009,-0.000771591,0
0.07954720703,0.00327325,-0.000560134,0
0.07954721565,0.00181514,-0.000462631,0
0.07954722105,0.00133062,-0.000401666,0
0.07954722665,0.00103012,-0.000358136,0
0.07954723401,0.000797124,-0.000312943,0
0.0795472409,0.000669061,-0.0002799,0
0.07954725037,0.000558154,-0.000244732,0
0.07954726053,0.000480783,-0.000215959,0
0.07954727509,0.000404232,-0.00018493,0
0.07954729268,0.000339549,-0.000157319,0
0.07954731828,0.000273707,-0.00012837,0
0.07954735001,0.000217822,-0.000103109,0
0.07954739195,0.000167415,-7.98083e-005,0
0.07954744152,0.000126872,-6.07459e-005,0
0.07954750335,9.23974e-005,-4.43786e-005,0
0.0795475761,6.51346e-005,-3.13518e-005,0
0.07954766257,4.37475e-005,-2.10896e-005,0
0.0795477593,2.8352e-005,-1.36805e-005,0
0.079547866,1.76696e-005,-8.5306e-006,0
0.07954797851,1.07446e-005,-5.18878e-006,0
0.07954811102,5.91762e-006,-2.85844e-006,0
0.07954827174,2.74921e-006,-1.32833e-006,0
0.07954847095,9.06382e-007,-4.38126e-007,0
0.0795487226,4.60048e-008,-2.24348e-008,0
0.07954905093,-1.98543e-007,9.57343e-008,0
0.0795495027,-1.52913e-007,7.66902e-008,0
0.07955018359,-4.807e-008,4.7988e-008,0
0.0795514004,6.52514e-009,-3.30583e-009,0
0.07955383403,7.58863e-009,-3.30082e-009,0
0.07955870129,7.17993e-010,-3.2908e-009,0
0.07956843581,-1.7082e-010,-3.27077e-009,0
0.07958790484,1.35549e-011,-3.2307e-009,0
0.07962684291,3.4799e-011,-3.15057e-009,0
0.07970471906,3.35014e-011,-2.99031e-009,0
0.07986047134,3.33973e-011,-2.66978e-009,0
0.081075,3.34e-011,-1.70378e-010,0
0.08107500125,0.615026,7.6607e-006,0
0.08107500375,1.84746,3.7392e-005,0
0.08107500538,2.65114,5.83597e-005,0
0.08107500669,3.2967,3.78316e-006,0
0.0810750084,4.13461,-0.000267448,0
0.08107500972,4.7863,-0.0174442,0
0.08107501131,4.92207,-0.0616886,0
0.08107501297,4.9221,-0.0973175,0
0.08107501512,4.92214,-0.10231,0
0.08107501796,4.9222,-0.103193,0
0.08107502079,4.92225,-0.103631,0
0.08107502621,4.92236,-0.104101,0
0.08107503704,4.92237,-0.104579,0
0.08107505872,4.92238,-0.105007,0
0.08107510206,4.92239,-0.105339,0
0.08107515869,4.92242,-0.1055,0
0.0810752299,4.92245,-0.105577,0
0.08107531603,4.92248,-0.105609,0
0.08107542506,4.92253,-0.105618,0
0.08107556767,4.92259,-0.105617,0
0.08107612801,4.92259,-0.105613,0
0.08140698998,4.92259,-0.105613,0
0.081587,4.92259,-0.105613,0
0.08158700985,0.0133606,-0.105773,0
0.08158702954,0.013296,-0.105643,0
0.08158704227,0.0132629,-0.10553,0
0.08158706002,0.0132166,-0.105353,0
0.08158709552,0.0131356,-0.104874,0
0.08158713306,0.0130654,-0.103954,0
0.08158716609,0.0129053,-0.0833424,0
0.08158716713,0.0128813,-0.0790322,0
0.08158716919,0.0128197,-0.0702731,0
0.08158717333,0.0126554,-0.0518884,0
0.08158717976,0.0122033,-0.0229339,0
0.08158718947,0.00936939,-0.00181815,0
0.08158719783,0.00601009,-0.000771591,0
0.08158720703,0.00327325,-0.000560134,0
0.08158721565,0.00181514,-0.000462631,0
0.08158722105,0.00133062,-0.000401666,0
0.08158722665,0.00103012,-0.000358136,0
0.08158723401,0.000797124,-0.000312943,0
0.0815872409,0.000669061,-0.0002799,0
0.08158725037,0.000558154,-0.000244732,0
0.08158726053,0.000480783,-0.000215959,0
0.08158727509,0.000404232,-0.00018493,0
0.08158729268,0.000339549,-0.000157319,0
0.08158731828,0.000273707,-0.00012837,0
0.08158735001,0.000217822,-0.000103109,0
0.08158739195,0.000167415,-7.98083e-005,0
0.08158744152,0.000126872,-6.07459e-005,0
0.08158750335,9.23974e-005,-4.43786e-005,0
0.0815875761,6.51346e-005,-3.13518e-005,0
0.08158766257,4.37475e-005,-2.10896e-005,0
0.0815877593,2.8352e-005,-1.36805e-005,0
0.081587866,1.76696e-005,-8.5306e-006,0
0.08158797851,1.07446e-005,-5.18878e-006,0
0.08158811102,5.91762e-006,-2.85844e-006,0
0.08158827174,2.74921e-006,-1.32833e-006,0
0.08158847095,9.06382e-007,-4.38126e-007,0
0.0815887226,4.60049e-008,-2.24348e-008,0
0.08158905093,-1.98543e-007,9.57343e-008,0
0.0815895027,-1.52913e-007,7.66902e-008,0
0.08159018359,-4.807e-008,4.7988e-008,0
0.0815914004,6.52515e-009,-3.30583e-009,0
0.08159383403,7.58863e-009,-3.30082e-009,0
0.08159870129,7.17993e-010,-3.2908e-009,0
0.08160843581,-1.7082e-010,-3.27077e-009,0
0.08162790484,1.35552e-011,-3.2307e-009,0
0.08166684291,3.4799e-011,-3.15057e-009,0
0.08174471905,3.35014e-011,-2.99031e-009,0
0.08190047133,3.33974e-011,-2.66978e-009,0
0.083115,3.34e-011,-1.70377e-010,0
0.08311500125,0.615026,7.6607e-006,0
0.08311500375,1.84746,3.7392e-005,0
0.08311500538,2.65114,5.83597e-005,0
0.08311500669,3.2967,3.78316e-006,0
0.0831150084,4.13461,-0.000267448,0
0.08311500972,4.7863,-0.0174442,0
0.08311501131,4.92207,-0.0616886,0
0.08311501297,4.9221,-0.0973175,0
0.08311501512,4.92214,-0.10231,0
0.08311501796,4.9222,-0.103193,0
0.08311502079,4.92225,-0.103631,0
0.08311502621,4.92236,-0.104101,0
0.08311503704,4.92237,-0.104579,0
0.08311505872,4.92238,-0.105007,0
0.08311510206,4.92239,-0.105339,0
0.08311515869,4.92242,-0.1055,0
0.0831152299,4.92245,-0.105577,0
0.08311531603,4.92248,-0.105609,0
0.08311542506,4.92253,-0.105618,0
0.08311556767,4.92259,-0.105617,0
0.08311612801,4.92259,-0.105613,0
0.08344698998,4.92259,-0.105613,0
0.083627,4.92259,-0.105613,0
0.08362700985,0.0133606,-0.105773,0
0.08362702954,0.013296,-0.105643,0
0.08362704227,0.0132629,-0.10553,0
0.08362706002,0.0132166,-0.105353,0
0.08362709552,0.0131356,-0.104874,0
0.08362713306,0.0130654,-0.103954,0
0.08362716609,0.0129053,-0.0833424,0
0.08362716713,0.0128813,-0.0790322,0
0.08362716919,0.0128197,-0.0702731,0
0.08362717333,0.0126554,-0.0518884,0
0.08362717976,0.0122033,-0.0229339,0
0.08362718947,0.00936939,-0.00181815,0
0.08362719783,0.00601009,-0.000771591,0
0.08362720703,0.00327325,-0.000560134,0
0.08362721565,0.00181514,-0.000462631,0
0.08362722105,0.00133062,-0.000401666,0
0.08362722665,0.00103012,-0.000358136,0
0.08362723401,0.000797124,-0.000312943,0
0.0836272409,0.000669061,-0.0002799,0
0.08362725037,0.000558154,-0.000244732,0
0.08362726053,0.000480783,-0.000215959,0
0.08362727509,0.000404232,-0.00018493,0
0.08362729268,0.000339549,-0.000157319,0
0.08362731828,0.000273707,-0.00012837,0
0.08362735001,0.000217822,-0.000103109,0
0.08362739195,0.000167415,-7.98083e-005,0
0.08362744152,0.000126872,-6.07459e-005,0
0.08362750335,9.23974e-005,-4.43786e-005,0
0.0836275761,6.51346e-005,-3.13518e-005,0
0.08362766257,4.37475e-005,-2.10896e-005,0
0.0836277593,2.8352e-005,-1.36805e-005,0
0.083627866,1.76696e-005,-8.5306e-006,0
0.08362797851,1.07446e-005,-5.18878e-006,0
0.08362811102,5.91762e-006,-2.85844e-006,0
0.08362827174,2.74921e-006,-1.32833e-006,0
0.08362847095,9.06382e-007,-4.38126e-007,0
0.0836287226,4.60048e-008,-2.24348e-008,0
0.08362905093,-1.98543e-007,9.57343e-008,0
0.0836295027,-1.52913e-007,7.66901e-008,0
0.08363018359,-4.807e-008,4.7988e-008,0
0.0836314004,6.52514e-009,-3.30583e-009,0
0.08363383403,7.58863e-009,-3.30082e-009,0
0.08363870129,7.17993e-010,-3.2908e-009,0
0.08364843581,-1.70821e-010,-3.27077e-009,0
0.08366790484,1.35552e-011,-3.2307e-009,0
0.08370684292,3.47991e-011,-3.15057e-009,0
0.08378471906,3.35013e-011,-2.99031e-009,0
0.08394047134,3.33974e-011,-2.66978e-009,0
0.085155,3.34e-011,-1.70378e-010,0
0.08515500125,0.615026,7.6607e-006,0
0.08515500375,1.84746,3.7392e-005,0
0.08515500538,2.65114,5.83597e-005,0
0.08515500669,3.2967,3.78316e-006,0
0.0851550084,4.13461,-0.000267448,0
0.08515500972,4.7863,-0.0174442,0
0.08515501131,4.92207,-0.0616886,0
0.08515501297,4.9221,-0.0973175,0
0.08515501512,4.92214,-0.10231,0
0.08515501796,4.9222,-0.103193,0
0.08515502079,4.92225,-0.103631,0
0.08515502621,4.92236,-0.104101,0
0.08515503704,4.92237,-0.104579,0
0.08515505872,4.92238,-0.105007,0
0.08515510206,4.92239,-0.105339,0
0.08515515869,4.92242,-0.1055,0
0.0851552299,4.92245,-0.105577,0
0.08515531603,4.92248,-0.105609,0
0.08515542506,4.92253,-0.105618,0
0.08515556767,4.92259,-0.105617,0
0.08515612801,4.92259,-0.105613,0
0.08548698998,4.92259,-0.105613,0
0.085667,4.92259,-0.105613,0
0.08566700985,0.0133606,-0.105773,0
0.08566702954,0.013296,-0.105643,0
0.08566704227,0.0132629,-0.10553,0
0.08566706002,0.0132166,-0.105353,0
0.08566709552,0.0131356,-0.104874,0
0.08566713306,0.0130654,-0.103954,0
0.08566716609,0.0129053,-0.0833424,0
0.08566716713,0.0128813,-0.0790322,0
0.08566716919,0.0128197,-0.0702731,0
0.08566717333,0.0126554,-0.0518884,0
0.08566717976,0.0122033,-0.0229339,0
0.08566718947,0.00936939,-0.00181815,0
0.08566719783,0.00601009,-0.000771591,0
0.08566720703,0.00327325,-0.000560134,0
0.08566721565,0.00181514,-0.000462631,0
0.08566722105,0.00133062,-0.000401666,0
0.08566722665,0.00103012,-0.000358136,0
0.08566723401,0.000797124,-0.000312943,0
0.0856672409,0.000669061,-0.0002799,0
0.08566725037,0.000558154,-0.000244732,0
0.08566726053,0.000480783,-0.000215959,0
0.08566727509,0.000404232,-0.00018493,0
0.08566729268,0.000339549,-0.000157319,0
0.08566731828,0.000273707,-0.00012837,0
0.08566735001,0.000217822,-0.000103109,0
0.08566739195,0.000167415,-7.98083e-005,0
0.08566744152,0.000126872,-6.07459e-005,0
0.08566750335,9.23974e-005,-4.43786e-005,0
0.0856675761,6.51346e-005,-3.13518e-005,0
0.08566766257,4.37475e-005,-2.10896e-005,0
0.0856677593,2.8352e-005,-1.36805e-005,0
0.085667866,1.76696e-005,-8.5306e-006,0
0.08566797851,1.07446e-005,-5.18878e-006,0
0.08566811102,5.91762e-006,-2.85844e-006,0
0.08566827174,2.74921e-006,-1.32833e-006,0
0.08566847095,9.06382e-007,-4.38126e-007,0
0.0856687226,4.60048e-008,-2.24348e-008,0
0.08566905093,-1.98543e-007,9.57343e-008,0
0.0856695027,-1.52913e-007,7.66902e-008,0
0.08567018359,-4.807e-008,4.7988e-008,0
0.0856714004,6.52514e-009,-3.30583e-009,0
0.08567383403,7.58863e-009,-3.30082e-009,0
0.08567870129,7.17994e-010,-3.2908e-009,0
0.08568843581,-1.70821e-010,-3.27077e-009,0
0.08570790484,1.35553e-011,-3.2307e-009,0
0.08574684291,3.4799e-011,-3.15057e-009,0
0.08582471906,3.35013e-011,-2.99031e-009,0
0.08598047134,3.33974e-011,-2.66978e-009,0
0.087195,3.34e-011,-1.70378e-010,0
0.08719500125,0.615026,7.6607e-006,0
0.08719500375,1.84746,3.7392e-005,0
0.08719500538,2.65114,5.83597e-005,0
0.08719500669,3.2967,3.78316e-006,0
0.0871950084,4.13461,-0.000267448,0
0.08719500972,4.7863,-0.0174442,0
0.08719501131,4.92207,-0.0616886,0
0.08719501297,4.9221,-0.0973175,0
0.08719501512,4.92214,-0.10231,0
0.08719501796,4.9222,-0.103193,0
0.08719502079,4.92225,-0.103631,0
0.08719502621,4.92236,-0.104101,0
0.08719503704,4.92237,-0.104579,0
0.08719505872,4.92238,-0.105007,0
0.08719510206,4.92239,-0.105339,0
0.08719515869,4.92242,-0.1055,0
0.0871952299,4.92245,-0.105577,0
0.08719531603,4.92248,-0.105609,0
0.08719542506,4.92253,-0.105618,0
0.08719556767,4.92259,-0.105617,0
0.08719612801,4.92259,-0.105613,0
0.08752698998,4.92259,-0.105613,0
0.087707,4.92259,-0.105613,0
0.08770700985,0.0133606,-0.105773,0
0.08770702954,0.013296,-0.105643,0
0.08770704227,0.0132629,-0.10553,0
0.08770706002,0.0132166,-0.105353,0
0.08770709552,0.0131356,-0.104874,0
0.08770713306,0.0130654,-0.103954,0
0.08770716609,0.0129053,-0.0833424,0
0.08770716713,0.0128813,-0.0790322,0
0.08770716919,0.0128197,-0.0702731,0
0.08770717333,0.0126554,-0.0518884,0
0.08770717976,0.0122033,-0.0229339,0
0.08770718947,0.00936939,-0.00181815,0
0.08770719783,0.00601009,-0.000771591,0
0.08770720703,0.00327325,-0.000560134,0
0.08770721565,0.00181514,-0.000462631,0
0.08770722105,0.00133062,-0.000401666,0
0.08770722665,0.00103012,-0.000358136,0
0.08770723401,0.000797124,-0.000312943,0
