"TIME","PIN 9","SHUT_IN","SHUT_IN"
0.07,3.34951e-011,-1.70425e-010,0
0.07000778761,3.34032e-011,-1.70424e-010,0
0.07002336284,3.3398e-011,-1.70422e-010,0
0.070363,3.34e-011,-1.70379e-010,0
0.07036300125,0.615026,7.6607e-006,0
0.07036300375,1.84746,3.7392e-005,0
0.07036300538,2.65114,5.83597e-005,0
0.07036300669,3.2967,3.78316e-006,0
0.0703630084,4.13461,-0.000267448,0
0.07036300972,4.7863,-0.0174442,0
0.07036301131,4.92207,-0.0616886,0
0.07036301297,4.9221,-0.0973175,0
0.07036301512,4.92214,-0.10231,0
0.07036301796,4.9222,-0.103193,0
0.07036302079,4.92225,-0.103631,0
0.07036302621,4.92236,-0.104101,0
0.07036303704,4.92237,-0.104579,0
0.07036305872,4.92238,-0.105007,0
0.07036310206,4.92239,-0.105339,0
0.07036315869,4.92242,-0.1055,0
0.0703632299,4.92245,-0.105577,0
0.07036331603,4.92248,-0.105609,0
0.07036342506,4.92253,-0.105618,0
0.07036356767,4.92259,-0.105617,0
0.07036412801,4.92259,-0.105613,0
0.07069498998,4.92259,-0.105613,0
0.07162632336,4.92259,-0.105613,0
0.071899,4.92259,-0.105613,0
0.07189900985,0.0133606,-0.105773,0
0.07189902954,0.013296,-0.105643,0
0.07189904227,0.0132629,-0.10553,0
0.07189906002,0.0132166,-0.105353,0
0.07189909552,0.0131356,-0.104874,0
0.07189913306,0.0130654,-0.103954,0
0.07189916609,0.0129053,-0.0833424,0
0.07189916713,0.0128813,-0.0790322,0
0.07189916919,0.0128197,-0.0702731,0
0.07189917333,0.0126554,-0.0518884,0
0.07189917976,0.0122033,-0.0229339,0
0.07189918947,0.00936939,-0.00181815,0
0.07189919783,0.00601009,-0.000771591,0
0.07189920703,0.00327325,-0.000560134,0
0.07189921565,0.00181514,-0.000462631,0
0.07189922105,0.00133062,-0.000401666,0
0.07189922665,0.00103012,-0.000358136,0
0.07189923401,0.000797124,-0.000312943,0
0.0718992409,0.000669061,-0.0002799,0
0.07189925037,0.000558154,-0.000244732,0
0.07189926053,0.000480783,-0.000215959,0
0.07189927509,0.000404232,-0.00018493,0
0.07189929268,0.000339549,-0.000157319,0
0.07189931828,0.000273707,-0.00012837,0
0.07189935001,0.000217822,-0.000103109,0
0.07189939195,0.000167415,-7.98083e-005,0
0.07189944152,0.000126872,-6.07459e-005,0
0.07189950335,9.23974e-005,-4.43786e-005,0
0.0718995761,6.51346e-005,-3.13518e-005,0
0.07189966257,4.37475e-005,-2.10896e-005,0
0.0718997593,2.8352e-005,-1.36805e-005,0
0.071899866,1.76696e-005,-8.5306e-006,0
0.07189997851,1.07446e-005,-5.18878e-006,0
0.07190011102,5.91762e-006,-2.85844e-006,0
0.07190027174,2.74921e-006,-1.32833e-006,0
0.07190047095,9.06382e-007,-4.38126e-007,0
0.0719007226,4.60048e-008,-2.24348e-008,0
